Nombre	Fecha	Hora	 N Modulo	Pmp	Vmp	Imp	Isc	Voc	FF	Sensor  1 T	Sensor  2 T	Sensor  3 T	Sensor  4 T	Sensor  5 B	Sensor  6 B	Sensor  7 B	Sensor  8 B	Sensor  9 AI	Sensor  10 AI	Sensor  11 AI	Sensor  12 AI	
RR2000	04/03/2023	10:45:58	 2,000	 127,6	 14,55	 8,771	 9,611	 21,04	 0,6314	 0,000	 32,87	 0,000	 0,000	 0,09996	 0,06468	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:46:10	 3,000	 127,9	 14,57	 8,782	 9,667	 21,04	 0,6289	 0,000	 0,000	 32,61	 0,000	 0,09996	 0,06463	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:46:20	 4,000	 144,6	 16,14	 8,962	 9,671	 21,30	 0,7023	 0,000	 0,000	 0,000	 31,94	 0,09996	 0,06476	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:46:32	 1,000	 119,8	 15,38	 7,794	 9,454	 20,99	 0,6039	 31,90	 0,000	 0,000	 0,000	 0,09996	 0,06475	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:46:42	 2,000	 127,4	 14,55	 8,757	 9,589	 21,01	 0,6325	 0,000	 32,81	 0,000	 0,000	 0,09996	 0,06478	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:46:54	 3,000	 127,9	 14,60	 8,762	 9,649	 21,02	 0,6309	 0,000	 0,000	 33,19	 0,000	 0,09996	 0,06474	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:47:04	 4,000	 144,7	 16,13	 8,968	 9,695	 21,28	 0,7013	 0,000	 0,000	 0,000	 31,88	 0,09996	 0,06480	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:47:16	 1,000	 120,0	 15,35	 7,820	 9,370	 21,00	 0,6101	 30,74	 0,000	 0,000	 0,000	 0,09996	 0,06481	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:47:26	 2,000	 127,6	 14,61	 8,731	 9,601	 21,01	 0,6322	 0,000	 32,35	 0,000	 0,000	 0,09996	 0,06481	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:47:38	 3,000	 127,8	 14,61	 8,747	 9,652	 21,00	 0,6307	 0,000	 0,000	 33,46	 0,000	 0,09996	 0,06481	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:47:48	 4,000	 144,7	 16,13	 8,966	 9,712	 21,26	 0,7008	 0,000	 0,000	 0,000	 32,39	 0,09996	 0,06485	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:48:00	 1,000	 120,0	 15,10	 7,947	 9,394	 20,97	 0,6093	 32,57	 0,000	 0,000	 0,000	 0,09996	 0,06493	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:48:10	 2,000	 127,3	 14,55	 8,752	 9,618	 20,97	 0,6312	 0,000	 33,64	 0,000	 0,000	 0,09996	 0,06498	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:48:22	 3,000	 127,7	 14,53	 8,785	 9,697	 20,97	 0,6279	 0,000	 0,000	 34,22	 0,000	 0,09996	 0,06495	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:48:32	 4,000	 130,6	 13,56	 9,626	 9,749	 21,23	 0,6307	 0,000	 0,000	 0,000	 32,73	 0,09996	 0,06493	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:48:44	 1,000	 119,9	 15,35	 7,811	 9,360	 20,96	 0,6109	 32,17	 0,000	 0,000	 0,000	 0,09996	 0,06510	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:48:54	 2,000	 127,3	 14,61	 8,716	 9,637	 20,96	 0,6303	 0,000	 33,45	 0,000	 0,000	 0,09996	 0,06504	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:49:06	 3,000	 127,5	 14,47	 8,810	 9,686	 20,95	 0,6284	 0,000	 0,000	 34,50	 0,000	 0,09996	 0,06503	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:49:16	 4,000	 144,7	 16,14	 8,969	 9,746	 21,22	 0,6999	 0,000	 0,000	 0,000	 33,20	 0,09996	 0,06509	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:49:28	 1,000	 119,8	 15,27	 7,850	 9,390	 20,93	 0,6098	 33,10	 0,000	 0,000	 0,000	 0,09996	 0,06519	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:49:38	 2,000	 127,1	 14,54	 8,744	 9,687	 20,93	 0,6270	 0,000	 34,93	 0,000	 0,000	 0,09996	 0,06510	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:49:50	 3,000	 127,1	 14,48	 8,778	 9,677	 20,91	 0,6285	 0,000	 0,000	 35,32	 0,000	 0,09996	 0,06509	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:50:00	 4,000	 144,3	 16,12	 8,950	 9,761	 21,17	 0,6984	 0,000	 0,000	 0,000	 34,34	 0,09996	 0,06515	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:50:12	 1,000	 119,5	 15,25	 7,836	 9,421	 20,89	 0,6069	 33,99	 0,000	 0,000	 0,000	 0,09996	 0,06516	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:50:22	 2,000	 126,7	 14,55	 8,705	 9,683	 20,88	 0,6265	 0,000	 35,61	 0,000	 0,000	 0,09996	 0,06524	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:50:34	 3,000	 126,8	 14,52	 8,734	 9,737	 20,86	 0,6241	 0,000	 0,000	 36,26	 0,000	 0,09996	 0,06525	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:50:44	 4,000	 144,2	 16,12	 8,948	 9,793	 21,14	 0,6967	 0,000	 0,000	 0,000	 34,69	 0,09996	 0,06529	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:50:56	 1,000	 119,3	 15,24	 7,826	 9,430	 20,87	 0,6061	 34,58	 0,000	 0,000	 0,000	 0,09996	 0,06534	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:51:06	 2,000	 126,4	 14,49	 8,718	 9,752	 20,85	 0,6215	 0,000	 36,06	 0,000	 0,000	 0,09996	 0,06529	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:51:18	 3,000	 126,5	 14,40	 8,789	 9,736	 20,82	 0,6241	 0,000	 0,000	 37,03	 0,000	 0,09996	 0,06540	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:51:28	 4,000	 143,9	 16,11	 8,935	 9,806	 21,09	 0,6958	 0,000	 0,000	 0,000	 35,59	 0,09996	 0,06542	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:51:40	 1,000	 119,2	 15,22	 7,830	 9,432	 20,84	 0,6064	 35,60	 0,000	 0,000	 0,000	 0,09996	 0,06545	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:51:50	 2,000	 126,2	 14,51	 8,697	 9,770	 20,82	 0,6203	 0,000	 36,40	 0,000	 0,000	 0,09996	 0,06545	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:52:02	 3,000	 126,2	 14,40	 8,765	 9,711	 20,79	 0,6250	 0,000	 0,000	 37,62	 0,000	 0,09996	 0,06552	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:52:12	 4,000	 143,1	 16,08	 8,900	 9,789	 21,07	 0,6939	 0,000	 0,000	 0,000	 36,09	 0,09996	 0,06531	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:52:24	 1,000	 119,1	 15,22	 7,825	 9,428	 20,82	 0,6066	 34,92	 0,000	 0,000	 0,000	 0,09996	 0,06540	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:52:34	 2,000	 125,9	 14,46	 8,703	 9,815	 20,78	 0,6170	 0,000	 37,39	 0,000	 0,000	 0,09996	 0,06540	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:52:46	 3,000	 125,7	 14,53	 8,651	 9,755	 20,74	 0,6212	 0,000	 0,000	 38,46	 0,000	 0,09996	 0,06541	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:52:56	 4,000	 142,9	 16,07	 8,889	 9,813	 21,02	 0,6926	 0,000	 0,000	 0,000	 37,25	 0,09996	 0,06545	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:53:08	 1,000	 118,4	 15,19	 7,790	 9,412	 20,78	 0,6053	 36,42	 0,000	 0,000	 0,000	 0,09996	 0,06535	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:53:18	 2,000	 125,4	 14,46	 8,671	 9,796	 20,76	 0,6168	 0,000	 37,73	 0,000	 0,000	 0,09996	 0,06537	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:53:30	 3,000	 125,7	 14,45	 8,697	 9,759	 20,74	 0,6208	 0,000	 0,000	 37,90	 0,000	 0,09996	 0,06533	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:53:40	 4,000	 142,9	 16,08	 8,889	 9,823	 21,02	 0,6922	 0,000	 0,000	 0,000	 36,62	 0,09996	 0,06538	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:53:52	 1,000	 118,7	 14,71	 8,068	 9,398	 20,78	 0,6077	 35,53	 0,000	 0,000	 0,000	 0,09996	 0,06544	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:54:02	 2,000	 125,4	 14,49	 8,655	 9,824	 20,75	 0,6153	 0,000	 37,46	 0,000	 0,000	 0,09996	 0,06546	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:54:14	 3,000	 125,3	 14,50	 8,642	 9,756	 20,71	 0,6203	 0,000	 0,000	 38,77	 0,000	 0,09996	 0,06547	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:54:24	 4,000	 142,8	 16,07	 8,883	 9,821	 21,00	 0,6922	 0,000	 0,000	 0,000	 37,15	 0,09996	 0,06556	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:54:36	 1,000	 118,8	 14,74	 8,056	 9,439	 20,77	 0,6059	 36,04	 0,000	 0,000	 0,000	 0,09996	 0,06546	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:54:46	 2,000	 125,3	 14,45	 8,671	 9,816	 20,73	 0,6160	 0,000	 38,00	 0,000	 0,000	 0,09996	 0,06562	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:54:58	 3,000	 125,2	 14,06	 8,909	 9,771	 20,69	 0,6195	 0,000	 0,000	 39,23	 0,000	 0,09996	 0,06569	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:55:08	 4,000	 142,8	 15,57	 9,168	 9,871	 20,98	 0,6893	 0,000	 0,000	 0,000	 37,40	 0,09996	 0,06575	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:55:20	 1,000	 118,6	 14,75	 8,042	 9,471	 20,75	 0,6037	 35,96	 0,000	 0,000	 0,000	 0,09996	 0,06568	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:55:30	 2,000	 125,2	 14,48	 8,647	 9,869	 20,72	 0,6122	 0,000	 37,44	 0,000	 0,000	 0,09996	 0,06552	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:55:42	 3,000	 125,1	 14,48	 8,637	 9,760	 20,69	 0,6195	 0,000	 0,000	 38,81	 0,000	 0,09996	 0,06557	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:55:52	 4,000	 142,6	 15,57	 9,161	 9,846	 20,98	 0,6903	 0,000	 0,000	 0,000	 37,11	 0,09996	 0,06552	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:56:04	 1,000	 118,8	 14,78	 8,038	 9,439	 20,77	 0,6062	 34,74	 0,000	 0,000	 0,000	 0,09996	 0,06558	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:56:14	 2,000	 125,5	 14,44	 8,691	 9,833	 20,74	 0,6154	 0,000	 34,81	 0,000	 0,000	 0,09996	 0,06554	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:56:26	 3,000	 125,8	 14,48	 8,686	 9,787	 20,74	 0,6196	 0,000	 0,000	 36,67	 0,000	 0,09996	 0,06558	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:56:36	 4,000	 142,7	 15,58	 9,163	 9,835	 20,98	 0,6916	 0,000	 0,000	 0,000	 37,31	 0,09996	 0,06553	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:56:48	 1,000	 119,1	 14,77	 8,059	 9,441	 20,79	 0,6067	 34,10	 0,000	 0,000	 0,000	 0,09996	 0,06556	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:56:58	 2,000	 125,7	 14,50	 8,670	 9,855	 20,76	 0,6145	 0,000	 34,73	 0,000	 0,000	 0,09996	 0,06556	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:57:10	 3,000	 126,0	 14,40	 8,750	 9,803	 20,76	 0,6194	 0,000	 0,000	 36,05	 0,000	 0,09996	 0,06559	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:57:20	 4,000	 142,8	 15,60	 9,154	 9,864	 20,98	 0,6899	 0,000	 0,000	 0,000	 37,36	 0,09996	 0,06559	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:57:32	 1,000	 118,7	 14,72	 8,064	 9,723	 20,78	 0,5877	 35,29	 0,000	 0,000	 0,000	 0,09996	 0,06547	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:57:42	 2,000	 125,8	 14,51	 8,673	 9,836	 20,78	 0,6158	 0,000	 34,50	 0,000	 0,000	 0,09996	 0,06545	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:57:54	 3,000	 126,4	 14,42	 8,766	 9,818	 20,78	 0,6196	 0,000	 0,000	 34,43	 0,000	 0,09996	 0,06557	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:58:04	 4,000	 143,0	 15,61	 9,160	 9,876	 20,98	 0,6900	 0,000	 0,000	 0,000	 37,33	 0,09996	 0,06562	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:58:16	 1,000	 119,0	 14,78	 8,050	 9,468	 20,76	 0,6056	 35,70	 0,000	 0,000	 0,000	 0,09996	 0,06570	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:58:26	 2,000	 125,9	 14,49	 8,685	 9,872	 20,76	 0,6142	 0,000	 35,67	 0,000	 0,000	 0,09996	 0,06575	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:58:38	 3,000	 126,1	 14,43	 8,733	 9,814	 20,74	 0,6193	 0,000	 0,000	 36,67	 0,000	 0,09996	 0,06567	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:58:48	 4,000	 142,8	 15,59	 9,160	 9,864	 20,97	 0,6903	 0,000	 0,000	 0,000	 37,68	 0,09996	 0,06562	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:59:00	 1,000	 118,7	 14,74	 8,049	 9,410	 20,76	 0,6076	 35,22	 0,000	 0,000	 0,000	 0,09996	 0,06556	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:59:10	 2,000	 125,9	 14,51	 8,672	 9,864	 20,77	 0,6144	 0,000	 32,39	 0,000	 0,000	 0,09996	 0,06556	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	10:59:22	 3,000	 126,2	 14,46	 8,726	 9,796	 20,76	 0,6206	 0,000	 0,000	 35,22	 0,000	 0,09996	 0,06557	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	10:59:32	 4,000	 142,7	 15,58	 9,157	 9,844	 20,95	 0,6919	 0,000	 0,000	 0,000	 38,53	 0,09996	 0,06559	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	10:59:44	 1,000	 118,6	 14,73	 8,050	 9,448	 20,73	 0,6056	 36,31	 0,000	 0,000	 0,000	 0,09996	 0,06564	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	10:59:54	 2,000	 125,6	 14,51	 8,659	 9,931	 20,74	 0,6100	 0,000	 35,35	 0,000	 0,000	 0,09996	 0,06575	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	11:00:06	 3,000	 125,9	 14,42	 8,729	 9,822	 20,73	 0,6182	 0,000	 0,000	 36,77	 0,000	 0,09996	 0,06568	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	11:00:16	 4,000	 142,8	 15,58	 9,163	 9,882	 20,96	 0,6893	 0,000	 0,000	 0,000	 37,62	 0,09996	 0,06569	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
Nombre	Fecha	Hora	 N Modulo	Pmp	Vmp	Imp	Isc	Voc	FF	Sensor  1 T	Sensor  2 T	Sensor  3 T	Sensor  4 T	Sensor  5 B	Sensor  6 B	Sensor  7 B	Sensor  8 B	Sensor  9 AI	Sensor  10 AI	Sensor  11 AI	Sensor  12 AI	
RR1000	04/03/2023	11:01:38	 1,000	 118,9	 14,97	 7,946	 9,553	 20,76	 0,5996	 34,80	 0,000	 0,000	 0,000	 0,09996	 0,06580	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	11:01:53	 2,000	 125,6	 14,19	 8,853	 9,747	 20,72	 0,6220	 0,000	 34,87	 0,000	 0,000	 0,09996	 0,06564	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	11:02:08	 3,000	 125,6	 14,12	 8,897	 9,678	 20,71	 0,6267	 0,000	 0,000	 36,88	 0,000	 0,09996	 0,06571	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	11:02:23	 4,000	 142,7	 15,83	 9,011	 9,877	 20,94	 0,6899	 0,000	 0,000	 0,000	 38,23	 0,09996	 0,06575	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	11:02:38	 1,000	 119,0	 14,94	 7,967	 9,545	 20,75	 0,6007	 34,83	 0,000	 0,000	 0,000	 0,09996	 0,06564	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	11:02:53	 2,000	 125,7	 14,23	 8,831	 9,771	 20,72	 0,6207	 0,000	 37,20	 0,000	 0,000	 0,09996	 0,06574	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	11:03:08	 3,000	 125,6	 14,13	 8,891	 9,686	 20,69	 0,6268	 0,000	 0,000	 38,18	 0,000	 0,09996	 0,06578	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	11:03:23	 4,000	 142,6	 15,82	 9,012	 9,871	 20,92	 0,6904	 0,000	 0,000	 0,000	 38,29	 0,09996	 0,06583	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	11:03:38	 1,000	 118,7	 14,92	 7,959	 9,571	 20,72	 0,5986	 36,01	 0,000	 0,000	 0,000	 0,09996	 0,06580	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	11:03:53	 2,000	 125,3	 14,19	 8,829	 9,772	 20,69	 0,6197	 0,000	 37,43	 0,000	 0,000	 0,09996	 0,06581	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	11:04:08	 3,000	 125,7	 14,10	 8,911	 9,700	 20,69	 0,6264	 0,000	 0,000	 37,37	 0,000	 0,09996	 0,06592	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
Nombre	Fecha	Hora	 N Modulo	Pmp	Vmp	Imp	Isc	Voc	FF	Sensor  1 T	Sensor  2 T	Sensor  3 T	Sensor  4 T	Sensor  5 B	Sensor  6 B	Sensor  7 B	Sensor  8 B	Sensor  9 AI	Sensor  10 AI	Sensor  11 AI	Sensor  12 AI	
RR1000	04/03/2023	11:05:16	 1,000	 212,5	 17,60	 12,08	 24,74	 20,82	 0,4125	 36,96	 0,000	 0,000	 0,000	 0,09996	 0,06602	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	11:05:31	 2,000	 212,5	 17,59	 12,08	 49,40	 20,80	 0,2067	 0,000	 36,55	 0,000	 0,000	 0,09996	 0,06593	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	11:05:46	 3,000	 125,8	 14,10	 8,921	 9,710	 20,70	 0,6258	 0,000	 0,000	 36,69	 0,000	 0,09996	 0,06595	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	11:06:01	 4,000	 142,7	 15,87	 8,993	 9,907	 20,90	 0,6890	 0,000	 0,000	 0,000	 38,92	 0,09996	 0,06606	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	11:06:16	 1,000	 118,9	 14,91	 7,973	 9,574	 20,70	 0,5998	 36,21	 0,000	 0,000	 0,000	 0,09996	 0,06605	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	11:06:31	 2,000	 125,3	 14,17	 8,848	 9,824	 20,67	 0,6174	 0,000	 36,80	 0,000	 0,000	 0,09996	 0,06603	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	11:06:46	 3,000	 125,5	 14,12	 8,890	 9,718	 20,65	 0,6255	 0,000	 0,000	 37,77	 0,000	 0,09996	 0,06601	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	11:07:01	 4,000	 142,2	 15,85	 8,967	 9,924	 20,85	 0,6871	 0,000	 0,000	 0,000	 40,29	 0,09996	 0,06611	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	11:07:16	 1,000	 118,0	 14,87	 7,934	 9,597	 20,63	 0,5962	 38,92	 0,000	 0,000	 0,000	 0,09996	 0,06602	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	11:07:31	 2,000	 124,6	 14,16	 8,798	 9,834	 20,60	 0,6151	 0,000	 39,27	 0,000	 0,000	 0,09996	 0,06617	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	11:07:46	 3,000	 124,9	 14,05	 8,888	 9,768	 20,58	 0,6213	 0,000	 0,000	 39,52	 0,000	 0,09996	 0,06614	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	11:08:01	 4,000	 141,9	 15,31	 9,267	 9,963	 20,79	 0,6848	 0,000	 0,000	 0,000	 41,30	 0,09996	 0,06630	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	11:08:16	 1,000	 118,1	 14,88	 7,938	 9,634	 20,62	 0,5947	 37,90	 0,000	 0,000	 0,000	 0,09996	 0,06635	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	11:08:31	 2,000	 125,1	 14,22	 8,800	 9,868	 20,62	 0,6150	 0,000	 35,26	 0,000	 0,000	 0,09996	 0,06631	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	11:08:46	 3,000	 125,3	 14,16	 8,847	 9,787	 20,61	 0,6209	 0,000	 0,000	 38,28	 0,000	 0,09996	 0,06627	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
Nombre	Fecha	Hora	 N Modulo	Pmp	Vmp	Imp	Isc	Voc	FF	Sensor  1 T	Sensor  2 T	Sensor  3 T	Sensor  4 T	Sensor  5 B	Sensor  6 B	Sensor  7 B	Sensor  8 B	Sensor  9 AI	Sensor  10 AI	Sensor  11 AI	Sensor  12 AI	
RR1000	04/03/2023	11:09:41	 1,000	 211,3	 17,50	 12,07	 59,49	 20,74	 0,1713	 38,40	 0,000	 0,000	 0,000	 0,09996	 0,06640	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	11:09:56	 2,000	 211,1	 17,48	 12,07	 71,29	 20,70	 0,1430	 0,000	 38,79	 0,000	 0,000	 0,09996	 0,06627	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	11:10:11	 3,000	 124,7	 14,08	 8,857	 9,788	 20,55	 0,6197	 0,000	 0,000	 40,14	 0,000	 0,09996	 0,06638	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	11:10:26	 4,000	 141,9	 15,33	 9,251	 9,946	 20,78	 0,6862	 0,000	 0,000	 0,000	 41,68	 0,09996	 0,06633	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	11:10:41	 1,000	 117,5	 14,84	 7,916	 9,653	 20,56	 0,5920	 38,98	 0,000	 0,000	 0,000	 0,09996	 0,06636	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	11:10:56	 2,000	 124,0	 14,16	 8,758	 9,867	 20,52	 0,6124	 0,000	 40,15	 0,000	 0,000	 0,09996	 0,06640	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
