Nombre	Fecha	Hora	 N Modulo	Pmp	Vmp	Imp	Isc	Voc	FF	Sensor  1 T	Sensor  2 T	Sensor  3 T	Sensor  4 T	Sensor  5 B	Sensor  6 B	Sensor  7 B	Sensor  8 B	Sensor  9 AI	Sensor  10 AI	Sensor  11 AI	Sensor  12 AI	
RR2000	04/03/2023	16:19:56	 2,000	 118,0	 13,52	 8,726	 9,671	 20,17	 0,6048	 0,000	 44,03	 0,000	 0,000	 0,09996	 0,06465	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:20:11	 3,000	 118,0	 13,84	 8,528	 9,577	 20,15	 0,6117	 0,000	 0,000	 43,15	 0,000	 0,09996	 0,06458	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:20:26	 4,000	 133,8	 15,09	 8,866	 9,715	 20,33	 0,6774	 0,000	 0,000	 0,000	 49,73	 0,09996	 0,06462	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:20:41	 1,000	 112,3	 14,40	 7,798	 9,482	 20,25	 0,5849	 39,86	 0,000	 0,000	 0,000	 0,09996	 0,06463	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:20:56	 2,000	 118,2	 13,53	 8,739	 9,663	 20,20	 0,6058	 0,000	 43,75	 0,000	 0,000	 0,09996	 0,06465	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:21:11	 3,000	 118,1	 13,84	 8,530	 9,569	 20,17	 0,6119	 0,000	 0,000	 43,42	 0,000	 0,09996	 0,06472	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:21:26	 4,000	 133,7	 15,07	 8,872	 9,695	 20,34	 0,6783	 0,000	 0,000	 0,000	 48,82	 0,09996	 0,06452	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:21:41	 1,000	 111,5	 14,37	 7,762	 9,436	 20,20	 0,5849	 42,72	 0,000	 0,000	 0,000	 0,09996	 0,06430	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:21:56	 2,000	 117,4	 13,46	 8,724	 9,619	 20,16	 0,6057	 0,000	 45,15	 0,000	 0,000	 0,09996	 0,06439	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:22:11	 3,000	 117,3	 13,82	 8,486	 9,529	 20,12	 0,6116	 0,000	 0,000	 44,72	 0,000	 0,09996	 0,06428	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:22:26	 4,000	 133,1	 15,07	 8,833	 9,634	 20,32	 0,6799	 0,000	 0,000	 0,000	 49,67	 0,09996	 0,06423	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:22:41	 1,000	 111,1	 14,34	 7,743	 9,443	 20,17	 0,5831	 42,88	 0,000	 0,000	 0,000	 0,09996	 0,06419	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:22:56	 2,000	 117,1	 13,46	 8,697	 9,616	 20,12	 0,6050	 0,000	 45,79	 0,000	 0,000	 0,09996	 0,06431	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:23:11	 3,000	 117,0	 13,86	 8,447	 9,511	 20,11	 0,6120	 0,000	 0,000	 44,29	 0,000	 0,09996	 0,06425	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:23:26	 4,000	 132,7	 15,03	 8,833	 9,641	 20,29	 0,6784	 0,000	 0,000	 0,000	 50,53	 0,09996	 0,06425	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:23:41	 1,000	 110,9	 14,34	 7,736	 9,433	 20,15	 0,5836	 43,43	 0,000	 0,000	 0,000	 0,09996	 0,06429	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:23:56	 2,000	 117,1	 13,45	 8,709	 9,598	 20,13	 0,6063	 0,000	 43,79	 0,000	 0,000	 0,09996	 0,06442	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:24:11	 3,000	 117,1	 13,83	 8,470	 9,526	 20,11	 0,6115	 0,000	 0,000	 43,51	 0,000	 0,09996	 0,06430	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:24:26	 4,000	 132,9	 15,04	 8,842	 9,679	 20,30	 0,6767	 0,000	 0,000	 0,000	 50,42	 0,09996	 0,06439	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:24:41	 1,000	 111,2	 14,36	 7,742	 9,458	 20,17	 0,5827	 42,73	 0,000	 0,000	 0,000	 0,09996	 0,06436	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:24:56	 2,000	 117,5	 13,45	 8,731	 9,647	 20,15	 0,6043	 0,000	 43,02	 0,000	 0,000	 0,09996	 0,06440	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:25:11	 3,000	 117,4	 13,87	 8,467	 9,537	 20,14	 0,6116	 0,000	 0,000	 43,71	 0,000	 0,09996	 0,06437	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:25:26	 4,000	 133,4	 15,09	 8,840	 9,675	 20,33	 0,6782	 0,000	 0,000	 0,000	 48,98	 0,09996	 0,06439	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:25:41	 1,000	 111,7	 14,40	 7,762	 9,434	 20,24	 0,5852	 41,48	 0,000	 0,000	 0,000	 0,09996	 0,06431	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:25:56	 2,000	 117,8	 13,49	 8,733	 9,612	 20,21	 0,6066	 0,000	 41,81	 0,000	 0,000	 0,09996	 0,06427	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:26:11	 3,000	 118,1	 13,86	 8,523	 9,505	 20,20	 0,6152	 0,000	 0,000	 40,39	 0,000	 0,09996	 0,06418	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:26:26	 4,000	 133,5	 15,06	 8,862	 9,627	 20,39	 0,6802	 0,000	 0,000	 0,000	 48,24	 0,09996	 0,06412	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:26:41	 1,000	 112,2	 14,42	 7,778	 9,383	 20,31	 0,5885	 39,93	 0,000	 0,000	 0,000	 0,09996	 0,06406	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:26:56	 2,000	 118,1	 14,01	 8,430	 9,577	 20,25	 0,6090	 0,000	 42,91	 0,000	 0,000	 0,09996	 0,06399	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:27:11	 3,000	 118,6	 13,84	 8,571	 9,471	 20,26	 0,6183	 0,000	 0,000	 39,12	 0,000	 0,09996	 0,06398	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:27:26	 4,000	 133,7	 15,11	 8,850	 9,606	 20,42	 0,6814	 0,000	 0,000	 0,000	 47,78	 0,09996	 0,06405	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:27:41	 1,000	 112,3	 14,44	 7,775	 9,384	 20,32	 0,5887	 41,03	 0,000	 0,000	 0,000	 0,09996	 0,06405	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:27:56	 2,000	 118,3	 14,00	 8,453	 9,575	 20,27	 0,6096	 0,000	 42,90	 0,000	 0,000	 0,09996	 0,06400	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:28:11	 3,000	 118,9	 13,86	 8,580	 9,493	 20,30	 0,6172	 0,000	 0,000	 40,66	 0,000	 0,09996	 0,06404	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:28:26	 4,000	 134,1	 15,12	 8,870	 9,607	 20,47	 0,6821	 0,000	 0,000	 0,000	 47,49	 0,09996	 0,06398	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:28:41	 1,000	 112,5	 14,45	 7,787	 9,375	 20,34	 0,5900	 40,10	 0,000	 0,000	 0,000	 0,09996	 0,06400	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:28:56	 2,000	 118,4	 14,01	 8,452	 9,576	 20,28	 0,6097	 0,000	 43,14	 0,000	 0,000	 0,09996	 0,06406	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:29:11	 3,000	 119,2	 13,87	 8,591	 9,470	 20,31	 0,6198	 0,000	 0,000	 39,56	 0,000	 0,09996	 0,06402	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:29:26	 4,000	 134,3	 15,11	 8,885	 9,628	 20,48	 0,6811	 0,000	 0,000	 0,000	 46,55	 0,09996	 0,06410	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:29:41	 1,000	 112,5	 14,46	 7,784	 9,396	 20,34	 0,5888	 40,42	 0,000	 0,000	 0,000	 0,09996	 0,06406	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:29:56	 2,000	 118,5	 14,02	 8,453	 9,586	 20,27	 0,6096	 0,000	 43,10	 0,000	 0,000	 0,09996	 0,06405	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:30:11	 3,000	 119,3	 13,87	 8,599	 9,490	 20,31	 0,6189	 0,000	 0,000	 38,64	 0,000	 0,09996	 0,06407	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:30:26	 4,000	 134,1	 15,09	 8,890	 9,602	 20,46	 0,6826	 0,000	 0,000	 0,000	 46,93	 0,09996	 0,06401	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:30:41	 1,000	 112,3	 14,44	 7,779	 9,361	 20,32	 0,5905	 40,36	 0,000	 0,000	 0,000	 0,09996	 0,06397	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:30:56	 2,000	 118,4	 14,01	 8,451	 9,576	 20,27	 0,6099	 0,000	 42,62	 0,000	 0,000	 0,09996	 0,06400	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:31:11	 3,000	 118,8	 13,88	 8,564	 9,454	 20,29	 0,6194	 0,000	 0,000	 40,23	 0,000	 0,09996	 0,06390	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:31:26	 4,000	 133,8	 15,07	 8,878	 9,592	 20,46	 0,6816	 0,000	 0,000	 0,000	 46,64	 0,09996	 0,06385	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:31:41	 1,000	 111,7	 14,42	 7,741	 9,368	 20,28	 0,5878	 41,07	 0,000	 0,000	 0,000	 0,09996	 0,06377	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:31:56	 2,000	 117,8	 13,97	 8,434	 9,548	 20,25	 0,6096	 0,000	 43,50	 0,000	 0,000	 0,09996	 0,06380	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:32:11	 3,000	 118,4	 13,87	 8,542	 9,443	 20,27	 0,6187	 0,000	 0,000	 40,94	 0,000	 0,09996	 0,06378	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:32:26	 4,000	 133,4	 15,06	 8,856	 9,556	 20,46	 0,6824	 0,000	 0,000	 0,000	 46,87	 0,09996	 0,06373	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:32:41	 1,000	 111,4	 14,35	 7,764	 9,347	 20,27	 0,5883	 40,66	 0,000	 0,000	 0,000	 0,09996	 0,06373	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:32:56	 2,000	 117,5	 13,94	 8,431	 9,523	 20,23	 0,6102	 0,000	 44,42	 0,000	 0,000	 0,09996	 0,06369	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:33:11	 3,000	 117,9	 13,82	 8,531	 9,392	 20,24	 0,6201	 0,000	 0,000	 41,54	 0,000	 0,09996	 0,06362	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:33:26	 4,000	 132,9	 15,06	 8,827	 9,545	 20,43	 0,6816	 0,000	 0,000	 0,000	 47,68	 0,09996	 0,06361	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:33:41	 1,000	 110,9	 14,38	 7,708	 9,333	 20,23	 0,5873	 42,23	 0,000	 0,000	 0,000	 0,09996	 0,06351	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:33:56	 2,000	 117,2	 13,94	 8,408	 9,527	 20,21	 0,6086	 0,000	 44,54	 0,000	 0,000	 0,09996	 0,06356	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:34:11	 3,000	 117,9	 13,82	 8,529	 9,415	 20,23	 0,6187	 0,000	 0,000	 42,62	 0,000	 0,09996	 0,06356	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:34:26	 4,000	 133,1	 15,10	 8,815	 9,532	 20,45	 0,6832	 0,000	 0,000	 0,000	 46,64	 0,09996	 0,06357	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:34:41	 1,000	 110,9	 14,36	 7,722	 9,296	 20,23	 0,5897	 13,63	 0,000	 0,000	 0,000	 0,09996	 0,06366	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:34:56	 2,000	 117,0	 13,95	 8,388	 9,516	 20,19	 0,6090	 0,000	 45,05	 0,000	 0,000	 0,09996	 0,06359	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:35:11	 3,000	 117,4	 13,83	 8,485	 9,410	 20,19	 0,6178	 0,000	 0,000	 43,80	 0,000	 0,09996	 0,06365	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:35:26	 4,000	 132,6	 15,02	 8,829	 9,528	 20,41	 0,6817	 0,000	 0,000	 0,000	 48,02	 0,09996	 0,06360	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:35:41	 1,000	 110,8	 14,38	 7,706	 9,321	 20,23	 0,5879	 14,19	 0,000	 0,000	 0,000	 0,09996	 0,06351	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:35:56	 2,000	 116,8	 13,93	 8,383	 9,523	 20,18	 0,6076	 0,000	 43,81	 0,000	 0,000	 0,09996	 0,06356	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:36:11	 3,000	 117,1	 13,80	 8,486	 9,398	 20,17	 0,6176	 0,000	 0,000	 42,67	 0,000	 0,09996	 0,06347	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:36:26	 4,000	 132,3	 15,01	 8,813	 9,511	 20,39	 0,6819	 0,000	 0,000	 0,000	 47,78	 0,09996	 0,06356	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:36:41	 1,000	 110,2	 14,27	 7,719	 9,295	 20,17	 0,5875	 14,56	 0,000	 0,000	 0,000	 0,09996	 0,06349	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:36:56	 2,000	 116,3	 13,90	 8,362	 9,497	 20,15	 0,6076	 0,000	 44,76	 0,000	 0,000	 0,09996	 0,06336	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:37:11	 3,000	 116,6	 13,76	 8,472	 9,381	 20,15	 0,6168	 0,000	 0,000	 42,85	 0,000	 0,09996	 0,06339	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:37:26	 4,000	 131,8	 15,01	 8,781	 9,504	 20,37	 0,6809	 0,000	 0,000	 0,000	 48,32	 0,09996	 0,06330	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:37:41	 1,000	 110,2	 14,28	 7,719	 9,279	 20,20	 0,5881	 15,02	 0,000	 0,000	 0,000	 0,09996	 0,06330	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:37:56	 2,000	 116,7	 13,91	 8,387	 9,486	 20,20	 0,6091	 0,000	 42,99	 0,000	 0,000	 0,09996	 0,06330	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:38:11	 3,000	 117,5	 13,86	 8,475	 9,366	 20,24	 0,6198	 0,000	 0,000	 38,87	 0,000	 0,09996	 0,06327	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:38:26	 4,000	 132,0	 14,99	 8,801	 9,487	 20,41	 0,6816	 0,000	 0,000	 0,000	 47,89	 0,09996	 0,06322	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:38:41	 1,000	 110,5	 14,31	 7,724	 9,255	 20,24	 0,5899	 14,37	 0,000	 0,000	 0,000	 0,09996	 0,06319	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:38:56	 2,000	 116,8	 13,93	 8,389	 9,458	 20,22	 0,6110	 0,000	 43,06	 0,000	 0,000	 0,09996	 0,06315	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:39:11	 3,000	 117,6	 13,79	 8,527	 9,352	 20,25	 0,6207	 0,000	 0,000	 38,58	 0,000	 0,09996	 0,06317	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:39:26	 4,000	 131,9	 15,03	 8,775	 9,471	 20,41	 0,6822	 0,000	 0,000	 0,000	 48,09	 0,09996	 0,06315	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:39:41	 1,000	 110,4	 14,34	 7,694	 9,234	 20,25	 0,5903	 15,16	 0,000	 0,000	 0,000	 0,09996	 0,06308	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:39:56	 2,000	 116,6	 13,91	 8,385	 9,442	 20,22	 0,6110	 0,000	 42,43	 0,000	 0,000	 0,09996	 0,06301	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:40:11	 3,000	 117,2	 13,82	 8,479	 9,317	 20,25	 0,6213	 0,000	 0,000	 39,98	 0,000	 0,09996	 0,06295	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:40:26	 4,000	 131,6	 15,51	 8,486	 9,444	 20,42	 0,6824	 0,000	 0,000	 0,000	 47,74	 0,09996	 0,06291	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:40:41	 1,000	 110,4	 14,35	 7,691	 9,210	 20,28	 0,5910	 14,54	 0,000	 0,000	 0,000	 0,09996	 0,06283	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:40:56	 2,000	 116,9	 13,92	 8,396	 9,417	 20,25	 0,6128	 0,000	 41,06	 0,000	 0,000	 0,09996	 0,06284	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:41:11	 3,000	 117,6	 13,83	 8,502	 9,298	 20,30	 0,6228	 0,000	 0,000	 38,03	 0,000	 0,09996	 0,06281	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:41:26	 4,000	 131,5	 15,49	 8,487	 9,399	 20,43	 0,6847	 0,000	 0,000	 0,000	 47,58	 0,09996	 0,06278	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:41:41	 1,000	 110,0	 14,26	 7,717	 9,170	 20,26	 0,5922	 14,74	 0,000	 0,000	 0,000	 0,09996	 0,06277	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:41:56	 2,000	 116,4	 13,89	 8,378	 9,384	 20,23	 0,6129	 0,000	 42,83	 0,000	 0,000	 0,09996	 0,06266	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:42:11	 3,000	 117,1	 13,81	 8,477	 9,271	 20,28	 0,6226	 0,000	 0,000	 40,53	 0,000	 0,09996	 0,06262	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:42:26	 4,000	 131,5	 15,52	 8,477	 9,387	 20,46	 0,6849	 0,000	 0,000	 0,000	 46,64	 0,09996	 0,06261	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:42:41	 1,000	 110,1	 14,27	 7,719	 9,128	 20,32	 0,5939	 14,88	 0,000	 0,000	 0,000	 0,09996	 0,06255	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:42:56	 2,000	 116,6	 13,91	 8,378	 9,348	 20,27	 0,6153	 0,000	 42,21	 0,000	 0,000	 0,09996	 0,06244	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:43:11	 3,000	 117,3	 13,83	 8,479	 9,231	 20,33	 0,6250	 0,000	 0,000	 38,05	 0,000	 0,09996	 0,06239	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:43:26	 4,000	 131,2	 15,51	 8,459	 9,343	 20,46	 0,6860	 0,000	 0,000	 0,000	 47,12	 0,09996	 0,06231	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:43:41	 1,000	 109,8	 14,79	 7,425	 9,090	 20,31	 0,5950	 14,28	 0,000	 0,000	 0,000	 0,09996	 0,06223	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:43:56	 2,000	 116,2	 13,90	 8,362	 9,318	 20,27	 0,6155	 0,000	 42,22	 0,000	 0,000	 0,09996	 0,06220	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:44:11	 3,000	 117,1	 13,80	 8,483	 9,190	 20,34	 0,6264	 0,000	 0,000	 39,12	 0,000	 0,09996	 0,06219	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:44:26	 4,000	 131,1	 15,52	 8,444	 9,313	 20,49	 0,6869	 0,000	 0,000	 0,000	 45,57	 0,09996	 0,06208	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:44:41	 1,000	 109,6	 14,30	 7,661	 9,058	 20,32	 0,5954	 14,48	 0,000	 0,000	 0,000	 0,09996	 0,06200	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:44:56	 2,000	 116,2	 13,88	 8,371	 9,277	 20,30	 0,6172	 0,000	 41,26	 0,000	 0,000	 0,09996	 0,06195	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:45:11	 3,000	 117,0	 13,78	 8,489	 9,176	 20,36	 0,6263	 0,000	 0,000	 38,10	 0,000	 0,09996	 0,06201	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:45:26	 4,000	 131,3	 15,50	 8,470	 9,299	 20,51	 0,6881	 0,000	 0,000	 0,000	 45,72	 0,09996	 0,06200	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:45:41	 1,000	 110,1	 14,87	 7,402	 9,066	 20,36	 0,5962	 14,62	 0,000	 0,000	 0,000	 0,09996	 0,06194	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:45:56	 2,000	 116,6	 13,93	 8,374	 9,296	 20,32	 0,6174	 0,000	 41,04	 0,000	 0,000	 0,09996	 0,06204	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:46:11	 3,000	 117,5	 14,29	 8,220	 9,187	 20,38	 0,6276	 0,000	 0,000	 37,30	 0,000	 0,09996	 0,06202	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:46:26	 4,000	 131,6	 15,56	 8,458	 9,309	 20,53	 0,6884	 0,000	 0,000	 0,000	 45,45	 0,09996	 0,06220	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:46:41	 1,000	 110,3	 14,82	 7,447	 9,081	 20,37	 0,5966	 14,88	 0,000	 0,000	 0,000	 0,09996	 0,06213	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:46:56	 2,000	 117,1	 13,94	 8,404	 9,317	 20,34	 0,6180	 0,000	 40,49	 0,000	 0,000	 0,09996	 0,06224	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:47:11	 3,000	 117,6	 13,83	 8,501	 9,211	 20,37	 0,6267	 0,000	 0,000	 38,85	 0,000	 0,09996	 0,06224	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:47:26	 4,000	 131,9	 15,52	 8,498	 9,329	 20,54	 0,6883	 0,000	 0,000	 0,000	 45,59	 0,09996	 0,06222	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR1000	04/03/2023	16:47:41	 1,000	 110,5	 14,36	 7,699	 9,093	 20,37	 0,5966	 14,86	 0,000	 0,000	 0,000	 0,09996	 0,06223	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR2000	04/03/2023	16:47:56	 2,000	 117,0	 13,92	 8,404	 9,337	 20,31	 0,6168	 0,000	 42,73	 0,000	 0,000	 0,09996	 0,06227	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RR3000	04/03/2023	16:48:11	 3,000	 117,3	 13,85	 8,474	 9,224	 20,33	 0,6256	 0,000	 0,000	 40,52	 0,000	 0,09996	 0,06231	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
RRFLAT	04/03/2023	16:48:26	 4,000	 131,7	 15,57	 8,460	 9,350	 20,51	 0,6868	 0,000	 0,000	 0,000	 46,07	 0,09996	 0,06238	 0,09999	 0,09996	 0,000	 0,000	 0,000	 0,000	
